name,imageFileName,type1color,type1file,type2color,type2file,megafile,movefile,forms,evolutions,move,type1,type2,ability,attack1fill,attack1color,attack1size,attack1range,attack1name,attack1power,attack1effect,attack2fill,attack2color,attack2size,attack2range,attack2name,attack2power,attack2effect,attack3fill,attack3color,attack3size,attack3range,attack3name,attack3power,attack3effect,attack4fill,attack4color,attack4size,attack4range,attack4name,attack4power,attack4effect,attack5fill,attack5color,attack5size,attack5range,attack5name,attack5power,attack5effect,attack6fill,attack6color,attack6size,attack6range,attack6name,attack6power,attack6effect,attack7fill,attack7color,attack7size,attack7range,attack7name,attack7power,attack7effect,attack8fill,attack8color,attack8size,attack8range,attack8name,attack8power,attack8effect,attack9fill,attack9color,attack9size,attack9range,attack9name,attack9power,attack9effect
"Aegislash, Shield",Sprites/681MS.png,CadetBlue,TypeLabels/Steel.png,DarkViolet,TypeLabels/Ghost.png,,mp2.png,"Aegislash, Blade",,2,Steel,Ghost,"Stance Change S> This Pokemon may MP move through other Pokemon on the field. Before using this Pokemon, you may change its form to Blade Form.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,6,Shadow Ball,★★,"The battle opponent or one opposing Pokemon adjacent to the battle opponent spins. If that Pokemon pins a Purple Attack or Miss, it moves to its P.C. and gains Wait.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,7,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,14,Shadow Sneak,60,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",10,24,King's Shield,,This Pokemon may change its form to Shield Forme. The battle opponent gains Wait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inkay,Sprites/686MS.png,Black,TypeLabels/Dark.png,HotPink,TypeLabels/Psychic.png,,mp2.png,,Malamar,2,Dark,Psychic,"Upside-Down Evolution> Whenever this Pokemon moves from a P.C. to the bench, it can evolve.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,7,Psybeam,30,"If this Pokemon is knocked out, the battle opponent becomes confused","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,12,Hide,,"If one of your own Pokemon neighbors this Pokemon, the two switch places","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,17,Psybeam,30,"If this Pokemon is knocked out, the battle opponent becomes confused","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,18,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Hypnosis,★★,The battle opponent falls asleep,,,,,,,,,,,,,,,,,,,,,
Malamar,Sprites/687MS.png,Black,TypeLabels/Dark.png,HotPink,TypeLabels/Psychic.png,,mp2.png,,,2,Dark,Psychic,"Enigmatic Signal> For effects that move this Pokemon's battle opponent, you decide whether it is used, which Pokemon is targeted, and where the targeted Pokemon will be moved to.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,13,Psycho Cut,100+,"Spin again - if Psycho Cut is spun, it deal +50 damage","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,15,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",9,24,Mass Hypnosis,★★,The battle opponent and all Pokemon of the same species as the battle opponent fall asleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skrelp,Sprites/690MS.png,MediumVioletRed,TypeLabels/Poison.png,LightSeaGreen,TypeLabels/Water.png,,mp1.png,,Dragalge,1,Poison,Water,"Poisonous Evolution> If this Pokemon makes its battle opponent poisoned or noxious, it may evolve.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",15,17,Poison Shower,★★★,The battle opponent becomes noxious. All poisoned Pokemon become noxious,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,18,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,24,Acid,50,"On the next turn, any Blue Attacks of opposing Pokemon that are not Dodge become Misses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Sprites/691MS.png,MediumVioletRed,TypeLabels/Poison.png,Blue,TypeLabels/Dragon.png,,mp2.png,,,2,Poison,Dragon,Poison Touch> Any Pokemon that battles this Pokemon will become poisoned.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",14,15,Acid,90,"On the next turn, any Blue Attacks of opposing Pokemon that are not Dodge become Misses","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,24,Draco Meteor,★,"One other Pokemon on the field spins - if they spin a miss or a 70+ White Attack, they are knocked out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrunt,Sprites/696MS.png,Sienna,TypeLabels/Rock.png,Blue,TypeLabels/Dragon.png,,mp2.png,,Tyrantrum,2,Rock,Dragon,"Emergent Evolution> Restored Pokemon. After this Pokemon battles, it may evolve if it's on the field.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,5,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,15,Big Bite,70,"If the battle opponent's type is Steel, this Pokemon takes no damage and the opponent is knocked out.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,21,Roar,★, The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrantrum,Sprites/697MS.png,Sienna,TypeLabels/Rock.png,Blue,TypeLabels/Dragon.png,,mp2.png,,,2,Rock,Dragon,"Apex Predator> Restored Pokemon (if evolved). If its battle opponent is not evolved, and this Pokemon is not affected by a special condition, this Pokemon cannot be knocked out in battle. If this Pokemon is knocked out, it is excluded from the duel.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,6,Roar,★★,The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,16,Head Smash,170,"This Pokemon spins. If it spins a Miss (including a Miss due to being paralyzed or burned), it is knocked out.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,22,Thrash,130, This Pokemon becomes confused.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaura,Sprites/698MS.png,Sienna,TypeLabels/Rock.png,Aqua,TypeLabels/Ice.png,,mp2.png,,Auroros,2,Rock,Ice,"Emergent Evolution> Restored Pokemon. After this Pokemon battles, it may evolve if it's on the field.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,8,Freeze-Dry,60," Deals +50 damage if the battle opponent is a Water-Type Pokemon. The battle opponent and all opposing Pokemon adjacent to it spin, and if they spin a Blue attack, they become frozen.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,16,Aurora Beam,★★,An opposing Pokemon within 2 steps becomes frozen.,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,22,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auroros,Sprites/699MS.png,Sienna,TypeLabels/Rock.png,Aqua,TypeLabels/Ice.png,,mp2.png,,,2,Rock,Ice,"Ice Shield> Restored Pokemon (if evolved). At the start of your turn, instead of an MP move, you may freeze one of your Restored Pokemon that has been excluded from the duel and move it to a point 1-2 steps away from this Pokemon. Your turn ends.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Freeze-Dry,120," Deals +50 damage if the battle opponent is a Water-Type Pokemon. The battle opponent and all opposing Pokemon adjacent to it spin, and if they spin a Blue attack, they become frozen.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,15,Aurora Beam,★★,An opposing Pokemon within 2 steps becomes frozen.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,22,Ancient Power,160,"While they are on the field, your Restored Pokemon deal +10 damage to the battle opponent and gain +1★.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylveon,Sprites/700MS.png,DeepPink,TypeLabels/Fairy.png,,,,mp3.png,,,3,Fairy,,"Mystic Arrow> This Pokemon can MP move through your Pokemon and opposing Dragon-type and Dark-type Pokemon. If there are opposing Pokemon on all of your entry points, this Pokemon gains +1 MP.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Fairy Wind,90,"If the battle opponent is a Dragon-type Pokemon, this Pokemon and the battle opponent take no damage, and the battle opponent moves to the bench. The battle opponent gains Wait","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,14,Moonblast,80,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,15,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",6,21,Quick Attack,50,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbink,Sprites/703MS.png,Sienna,TypeLabels/Rock.png,DeepPink,TypeLabels/Fairy.png,,mp1.png,,,1,Rock,Fairy,"Sturdy> If this Pokemon is not affected by a special condition, it is not knocked out by knockout-causing Attack effects.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,12,Moonblast,70,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,14,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",10,24,Explosion,★★★,This Pokemon and all neighbor Pokemon faint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goomy,Sprites/704MS.png,Blue,TypeLabels/Dragon.png,,,,mp1.png,,Sliggoo,1,Dragon,,Gooey> Pokemon that battle with this Pokemon gain Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",3,3,Flail,30,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,11,Spit Poison,★★,The battle opponent becomes poisoned,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",3,14,Flail,30,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",9,23,Slippery Swap,★★,This Pokemon switches places with its battle opponent,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sliggoo,Sprites/705MS.png,Blue,TypeLabels/Dragon.png,,,,mp2.png,,Goodra,2,Dragon,,Gooey> Pokemon that battle with this Pokemon gain Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,4,Flail,30,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,13,Dragon Breath,100,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,17,Flail,30,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,23,Slippery Swap,★★,This Pokemon switches places with its battle opponent,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodra,Sprites/706MS.png,Blue,TypeLabels/Dragon.png,,,,mp2.png,,,2,Dragon,,"Slime Touch> At the start of your turn, instead of an MP move, this Pokemon may attach a Slime marker to one of your adjacent Pokemon. If it does, your turn ends. The Ability of a Pokemon that has that marker becomes Slime Barrier (any effects of its battle opponent's White Attacks that would give this Pokemon a special condition are nullified), and the effects of its original Ability are nullified.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,10,Dragon Breath,100,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,12,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,16,Counter,0,"If the battle opponent's Attack is 20 or more, the opponent is knocked out instead of this Pokemon","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Slippery Swap,★★,This Pokemon switches places with its battle opponent,,,,,,,,,,,,,,,,,,,,,
Phantump,Sprites/708MS.png,DarkViolet,TypeLabels/Ghost.png,LawnGreen,TypeLabels/Grass.png,,mp2.png,,Trevenant,2,Ghost,Grass,"Forest Mischief> Attach a Forest Mischief marker to any Psychic-type Pokemon that battles this Pokemon. (While that marker is attached, that Pokemon is not subject to Energy effects.)
Infiltrator> On the field, this Pokemon can pass through other Pokemon.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,7,Protect,,This Pokemon gains Wait,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,14,Confuse Ray,★★★,The battle opponent becomes confused,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Feint Attack,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevenant,Sprites/709MS.png,DarkViolet,TypeLabels/Ghost.png,LawnGreen,TypeLabels/Grass.png,,mp1.png,,,1,Ghost,Grass,"Forest Mastery> Pokemon that have battled this Pokemon become Grass-type while they are on the field (but they stop being Grass-type if they leave the field).
Cornerstone> Your Pokemon on the field can move over this Pokemon when using an MP move.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,8,Manipulative,★★,"One other Grass-type Pokemon on the field (this is not frozen) may be moved within its MP range. The moved Pokemon gains Wait. If the moved Pokemon is one of the opponent's Pokemon, that Pokemon falls asleep","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,13,Destiny Bond,0,"If this Pokemon is knocked out, so is the battle opponent","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,14,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Smash,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkaboo,Sprites/710MS.png,DarkViolet,TypeLabels/Ghost.png,LawnGreen,TypeLabels/Grass.png,,mp2.png,,Gourgeist,2,Ghost,Grass,"Infiltrator> On the field, this Pokemon can pass through other Pokemon.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,9,Trick-or-Treat,★★★,Attach a Pumpkin marker to the battle opponent. Other Pokemon may MP move through Pokemon that have a Pumpkin marker attached,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,10,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",14,24,Bullet Seed,10x,Spin again until Bullet Seed does not land - damage is multiplied by the number of Bullet Seed spins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist,Sprites/711MS.png,DarkViolet,TypeLabels/Ghost.png,LawnGreen,TypeLabels/Grass.png,,mp2.png,,,2,Ghost,Grass,"Harvest Festival> If this Pokemon is knocked out, Pokemon that have Pumpkin markers are also knocked out.
Infiltrator> This Pokemon can MP move through other Pokemon on the field.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,7,Trick-or-Treat,★★★,Attach a Pumpkin marker to the battle opponent. Other Pokemon may MP move through Pokemon that have a Pumpkin marker attached,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",4,11,Shadow Sneak,50,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,16,Explosion,★★★,This Pokemon and all neighbor Pokemon faint,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,24,Seed Bomb,90,,,,,,,,,,,,,,,,,,,,,,
Bergmite,Sprites/712MS.png,Aqua,TypeLabels/Ice.png,,,,mp2.png,,Avalugg,2,Ice,,"Ice Scramble> Before using this Pokemon, you may move this Pokemon on the bench next to one of your Avalugg on the field. If you do, this Pokemon's MP is 1. Frozen Pokemon next to this Pokemon cannot be tagged.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,3,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,10,Double-Edge,★★,This Pokemon and the battle opponent are knocked out,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,16,Harden,0,"If the battle opponents spins an attack of 100 damage or less, this Pokemon is not knocked out. While this Pokemon is on the field, the attacks of this Pokemon, other than harden, deal +10 damage.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,24,Ice Fang,40,"If this Pokemon is knocked out, the battle opponent becomes frozen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalugg,Sprites/713MS.png,Aqua,TypeLabels/Ice.png,,,,mp1.png,,,1,Ice,,"Ice Breaker> Before using this Pokemon, you can switch its position with an adjacent Ice-type Pokemon or frozen Pokemon. Your Ice-type Pokemon can move over this Pokemon when using an MP move.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,8,Hyper Beam,150,"If the battle opponent is knocked out, the next turn will always be the other player's","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,13,Ice Fang,70,"If this Pokemon is knocked out, the battle opponent becomes frozen","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,14,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",10,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noibat,Sprites/714MS.png,RoyalBlue,TypeLabels/Flying.png,Blue,TypeLabels/Dragon.png,,mp3.png,,Noivern,3,Flying,Dragon,"Sonic Blast> When this Pokemon moves from the bench to the field, remove Wait from all your Pokemon on the field.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,6,Whirlwind,★,The battle opponent is moved to the bench and gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,14,Air Cutter,20,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,19,Supersonic,★★,The battle opponent becomes confused,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,20,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,
Noivern,Sprites/715MS.png,RoyalBlue,TypeLabels/Flying.png,Blue,TypeLabels/Dragon.png,,mp2.png,,,2,Flying,Dragon,"Supersonic Speed> If this Pokemon has evolved, all the Gold Attacks of battle opponents of this Pokemon become White Attacks.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,11,Boomburst,150,An opposing Pokemon adjacent to the battle opponent spins. If it spins a Gold Attack it is knocked out,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,16,Dragon Pulse,50,Deals +50 damage if the battle opponent is a Dragon-type Pokemon,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,18,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Hurricane,★★,Moves the battle opponent to the bench. The battle opponent and all opposing Flying-type Pokemon on the field gain Wait 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xerneas,Sprites/716MS.png,DeepPink,TypeLabels/Fairy.png,,,,mp2.png,,,2,Fairy,,"Force Balance> When placed adjacent to this Pokemon, your Pokemon will be boosted from 0-1 MP to 2 MP, and your opponent's Pokemon will be reduced from 3+ MP to 2 MP.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,7,Moonblast,99,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,8,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",3,11,Geomancy,,Spin again until an Attack other than Geomancy is spun. Damage Attacks deal +50 damage,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,12,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,18,Moonblast,99,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,19,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,24,Fairy Mist,★★,"While this Pokemon is on the field, your Fairy-type Pokemon receive a +10 boost to Attack damage",,,,,,,
Yveltal,Sprites/717MS.png,Black,TypeLabels/Dark.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Dark,Flying,"Darkness Shield> While this Pokemon is on the field, opposing Ghost-type Pokemon cannot use the effect of an Ability to pass through your Dark-type Pokemon.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,5,Draining Wing,★★★,One Pokemon within 3 steps' range is drawn 1-2 steps closer to this Pokemon and is given a MP -1 marker,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,6,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,17,Oblivion Wing,151,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,18,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,23,Dark Mist,★★,"While this Pokemon is on the field, your Dark-type Pokemon receive a +10 boost to Attack damage","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
"Zygarde, Complete",Sprites/718CMS.png,Blue,TypeLabels/Dragon.png,SaddleBrown,TypeLabels/Ground.png,,mp1.png,,"Zygarde, 50%",1,Dragon,Ground,"Enforcer> This Pokemon can only be set as a form in a deck. The ability of the Pokemon that battles this Pokemon is nullified while that Pokemon is on the field. If this Pokemon is knocked out it, it is excluded from the duel. When this Pokemon leaves the field, it returns to the form it was before it changed forms.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,7,Thousand Waves,200,"All opposing, non-flying Pokemon on the field spin. Those that spin a Purple attack are knocked out. Opposing Pokemon on the bench gain Wait 3.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,14,Glare,★★,The battle opponent becomes paralyzed.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,15,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",9,24,Extreme Speed,180,,,,,,,,,,,,,,,,,,,,,,
"Zygarde, 50%",Sprites/718MS.png,Blue,TypeLabels/Dragon.png,SaddleBrown,TypeLabels/Ground.png,,mp1.png,,,1,Dragon,Ground,"Land's Call> Your Ground-type Pokemon deal +10 damage when this Pokemon is on the field, unless this Pokemon is affected by a special condition.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Land's Wrath,120,All other Pokemon on the field spin - those that spin Purple are knocked out,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,7,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,16,Dragon Breath,160,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",6,23,Extreme Speed,110,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
"Zygarde, 10%",Sprites/718TMS.png,Blue,TypeLabels/Dragon.png,SaddleBrown,TypeLabels/Ground.png,,mp3.png,,"Zygarde, Complete",3,Dragon,Ground,"Power Construct> If your Pokemon fill either your P.C. or your opponent's P.C., this Pokemon may change its form to Zygarde Complete Form without moving to the P.C. when it is knocked out by damage in battle.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,7,Thousand Arrows,100,All opposing Pokemon on the field spin. Those that spin a Purple Attack are knocked out.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,14,Glare,★★,The battle opponent becomes paralyzed.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,15,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",9,24,Extreme Speed,60,,,,,,,,,,,,,,,,,,,,,,
"Diancie, Mega",Sprites/719MMS.png,Sienna,TypeLabels/Rock.png,DeepPink,TypeLabels/Fairy.png,mega.png,mp2.png,,,2,Rock,Fairy,"Flawless Jewel> If this Pokemon is on the field, your Pokemon cannot become affected by special conditions, and your Fairy-type Pokemon that are not affected by a special condition are not knocked out either by Attack damage from Dragon-type Pokemon or by knockout-causing Attack effects from Dark-type Pokemon.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,3,Moon Veil,,"This Pokemon moves to a point 2 steps away. If the battle opponent is a Steel-type Pokemon, this Attack becomes a Miss.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,15,Diamond Storm,150,All opposing Flying-type Pokemon on the field spin. Those that spin a Miss or a White Attack of 80 or less are knocked out.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,19,Moon Veil,,"This Pokemon moves to a point 2 steps away. If the battle opponent is a Steel-type Pokemon, this Attack becomes a Miss.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,24,Trick Room,★★,"For 5 turns, the Gold Attacks of all Pokemon become Misses, the MP of Pokemon that have MP 3 or higher becomes 1, and the MP of Pokemon that have MP 1 or lower becomes 3 (before applying marker effects).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diancie,Sprites/719MS.png,Sienna,TypeLabels/Rock.png,DeepPink,TypeLabels/Fairy.png,,mp2.png,,"Diancie, Mega",2,Rock,Fairy,"Diamond Aura> If this Pokemon is on the field, your Fairy-type Pokemon that are not affected by a special condition are not knocked out either by Attack damage from Dragon-type Pokemon or by knockout-causing Attack effects from Dark-type Pokemon.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,3,Moon Veil,,"This Pokemon moves to a point 2 steps away. However, if the battle opponent is a Steel-type Pokemon, this Attack becomes a Miss","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",12,15,Trick Room,★★,"For 5 turns, the Gold Attacks of all Pokemon become Misses, the MP of Pokemon that have MP 3 or higher becomes 1, and the MP of Pokemon that have MP 1 or lower becomes 3 (before applying marker effects).","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,19,Moon Veil,,"This Pokemon moves to a point 2 steps away. However, if the battle opponent is a Steel-type Pokemon, this Attack becomes a Miss","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,24,Diamond Storm,80,All opposing Flying-type Pokemon on the field spin. Those that spin a Miss or a White Attack of 80 damage or less are knocked out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
